sample_idx,match_f1,kendall_tau,tau_normalized,lis_ratio,precision,recall,num_predicted_steps,num_reference_steps,num_matched
5461,0.625,0.8,0.9,0.8,1.0,0.45454545454545453,5,11,5
5462,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.5,3,6,3
5464,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,3,9,3
5466,0.8,0.0,0.5,0.75,1.0,0.6666666666666666,4,6,4
5467,0.47058823529411764,0.6666666666666666,0.8333333333333333,0.75,1.0,0.3076923076923077,4,13,4
5469,0.4,-1.0,0.0,0.3333333333333333,1.0,0.25,3,12,3
5470,0.4,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.25,3,12,3
5471,0.5454545454545454,1.0,1.0,1.0,1.0,0.375,3,8,3
5473,0.6,-1.0,0.0,0.3333333333333333,1.0,0.42857142857142855,3,7,3
5476,0.6666666666666666,0.8,0.9,0.8,1.0,0.5,5,10,5
5477,0.6363636363636364,-0.047619047619047616,0.47619047619047616,0.42857142857142855,1.0,0.4666666666666667,7,15,7
5480,0.6666666666666666,0.4,0.7,0.8,1.0,0.5,5,10,5
5484,0.7142857142857143,0.4,0.7,0.6,1.0,0.5555555555555556,5,9,5
5486,0.4,-0.3333333333333333,0.33333333333333337,0.6666666666666666,1.0,0.25,3,12,3
5487,0.6,-1.0,0.0,0.3333333333333333,1.0,0.42857142857142855,3,7,3
5489,0.7692307692307693,-0.2,0.4,0.6,1.0,0.625,5,8,5
5490,0.33333333333333337,1.0,1.0,1.0,1.0,0.2,3,15,3
5491,0.625,0.0,0.5,0.6,1.0,0.45454545454545453,5,11,5
5492,0.4,-0.3333333333333333,0.33333333333333337,0.6666666666666666,1.0,0.25,3,12,3
5493,0.9411764705882353,0.6428571428571429,0.8214285714285714,0.75,1.0,0.8888888888888888,8,9,8
5495,0.6,-0.3333333333333333,0.33333333333333337,0.6666666666666666,1.0,0.42857142857142855,3,7,3
5498,0.7499999999999999,0.06666666666666667,0.5333333333333333,0.6666666666666666,1.0,0.6,6,10,6
5499,0.5714285714285715,0.6666666666666666,0.8333333333333333,0.75,1.0,0.4,4,10,4
5501,0.5333333333333333,0.6666666666666666,0.8333333333333333,0.75,1.0,0.36363636363636365,4,11,4
5502,0.7058823529411764,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.5454545454545454,6,11,6
5504,0.625,0.6,0.8,0.8,1.0,0.45454545454545453,5,11,5
5505,0.45454545454545453,0.2,0.6,0.6,1.0,0.29411764705882354,5,17,5
5506,0.9090909090909091,0.0,0.5,0.6,1.0,0.8333333333333334,5,6,5
5507,0.5555555555555556,0.6,0.8,0.8,1.0,0.38461538461538464,5,13,5
5509,0.6153846153846153,0.3333333333333333,0.6666666666666666,0.75,1.0,0.4444444444444444,4,9,4
